Symbol,Security Name,Exchange
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,NYSE
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,NYSE
RCD,Invesco S&P 500 Equal Weight Consumer Discretionary ETF,NYSE
RCI,"Rogers Communication, Inc. Common Stock",NYSE
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,NYSE
RCP,Ready Capital Corporation 6.50% Senior Notes due 2021,NYSE
RCS,"PIMCO Strategic Income Fund, Inc.",NYSE
RCUS,"Arcus Biosciences, Inc. Common Stock",NYSE
RDIV,Invesco Exchange-Traded Fund Trust II Invesco S&P Ultra Dividend Revenue ETF,NYSE
RDN,Radian Group Inc. Common Stock,NYSE
RDOG,ALPS ETF Trust ALPS REIT Dividend Dogs ETF,NYSE
RDS.A,Royal Dutch Shell PLC Royal Dutch Shell American Depositary Shares (Each representing two Class A Ordinary Shares),NYSE
RDS.B,Royal Dutch Shell PLC Royal Dutch Shell PLC American Depositary Shares (Each representing two Class B Ordinary Shares),NYSE
RDY,Dr. Reddy's Laboratories Ltd Common Stock,NYSE
RE,"Everest Re Group, Ltd. Common Stock",NYSE
RECS,Columbia Research Enhanced Core ETF,NYSE
REET,iShares Trust iShares Global REIT ETF,NYSE
REK,ProShares Short Real Estate,NYSE
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),NYSE
REML,"Credit Suisse AG Credit Suisse X-Links Monthly Pay 2xLeveraged Mortgage REIT Exchange Traded Notes (ETNs) due July 11, 2036",NYSE
REMX,VanEck Vectors Rare Earth Strategic Metals ETF,NYSE
RENN,"Renren Inc. American Depositary Shares, each representing fifteen Class A ordinary shares",NYSE
RES,"RPC, Inc. Common Stock",NYSE
RESP,WisdomTree U.S. ESG Fund,NYSE
RETL,Direxion Daily Retail Bull 3X Shares ETF,NYSE
REV,"Revlon, Inc. New Common Stock",NYSE
REVG,"REV Group, Inc. Common Stock",NYSE
REVS,Columbia Research Enhanced Value ETF,NYSE
REW,ProShares UltraShort Technology,NYSE
REX,REX American Resources Corporation,NYSE
REXR,"Rexford Industrial Realty, Inc. Common Stock",NYSE
REXR-A,"Rexford Industrial Realty, Inc. 5.875% Series A Cumulative Redeemable Preferred Stock",NYSE
REXR-B,"Rexford Industrial Realty, Inc. 5.875% Series B Cumulative Redeemable Preferred Stock",NYSE
REXR-C,"Rexford Industrial Realty, Inc. 5.625% Series C Cumulative Redeemable Preferred Stock, par value $0.01 per share",NYSE
REZ,iShares Residential and Multisector Real Estate ETF,NYSE
REZI,"Resideo Technologies, Inc. Common Stock ",NYSE
RF,Regions Financial Corporation Common Stock,NYSE
RF-A,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series A,NYSE
RF-B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,NYSE
RF-C,"Regions Financial Corporation Depositary Shares, each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock, Series C",NYSE
RFCI,RiverFront Dynamic Core Income ETF,NYSE
RFDA,RiverFront Dynamic US Dividend Advantage ETF,NYSE
RFFC,RiverFront Dynamic US Flex-Cap ETF,NYSE
RFG,Invesco S&P Midcap 400 Pure Growth ETF,NYSE
RFI,"Cohen & Steers Total Return Realty Fund, Inc. Common Stock",NYSE
RFL,"Rafael Holdings, Inc. Class B Common Stock",NYSE
RFM,"RiverNorth Flexible Municipal Income Fund, Inc. Common Stock",NYSE
RFP,Resolute Forest Products Inc. Common Stock,NYSE
RFUN,RiverFront Dynamic Unconstrained Income ETF,NYSE
RFV,Invesco S&P Midcap 400 Pure Value ETF,NYSE
RGA,"Reinsurance Group of America, Incorporated Common Stock",NYSE
RGI,Invesco S&P 500 Equal Weight Industrials Portfolio,NYSE
RGR,"Sturm, Ruger & Company, Inc. Common Stock",NYSE
RGS,Regis Corporation Common Stock,NYSE
RGT,"Royce Global Value Trust, Inc. Common Stock",NYSE
RH,RH Common Stock,NYSE
RHI,Robert Half International Inc. Common Stock,NYSE
RHP,"Ryman Hospitality Properties, Inc. (REIT)",NYSE
RHS,Invesco S&P 500 Equal Weight Consumer Staples ETF  ,NYSE
RICE,Rice Acquisition Corp. Class A Common Stock,NYSE
RICE=,"Rice Acquisition Corp. Uts, each consisting of one share of Class A common stock, and one-half of one warrant",NYSE
RICE+,"Rice Acquisition Corp. Warrants, exercisable for one share of Class A common stock at an exercise price of $11.50 per share",NYSE
RIG,Transocean Ltd (Switzerland) Common Stock,NYSE
RIGS,RiverFront Strategic Income Fund,NYSE
RINF,ProShares Inflation Expectations ETF,NYSE
RIO,Rio Tinto Plc Common Stock,NYSE
RISN,Inspire Tactical Balanced ESG ETF,NYSE
RIV,"RiverNorth Opportunities Fund, Inc. Common Stock",NYSE
RJA,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Agriculture Total Return Structured Product,NYSE
RJF,"Raymond James Financial, Inc. Common Stock",NYSE
RJI,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Total Return Structured Product,NYSE
RJN,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Energy Total Return Structured Product,NYSE
RJZ,AB Svensk Ekportkredit (Swedish Export Credit Corporation) ELEMENTS Linked to the Rogers International Commodity Index - Metals Total Return Structured Product,NYSE
RKT,"Rocket Companies, Inc. Class A Common Stock",NYSE
RL,Ralph Lauren Corporation Common Stock,NYSE
RLGY,Realogy Holdings Corp. Common Stock,NYSE
RLH,Red Lions Hotels Corporation Common Stock,NYSE
RLI,RLI Corp. Common Stock (DE),NYSE
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,NYSE
RLJ-A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,NYSE
RLX,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share",NYSE
RLY,SPDR SSgA Multi Asset Real Return ETF,NYSE
RM,Regional Management Corp. Common Stock,NYSE
RMAX,"RE/MAX Holdings, Inc. Class A Common Stock",NYSE
RMD,ResMed Inc. Common Stock,NYSE
RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc. Common Stock",NYSE
RMM,"RiverNorth Managed Duration Municipal Income Fund, Inc. Common Stock",NYSE
RMO,"Romeo Power, Inc. Class A Common Stock",NYSE
RMO+,"Romeo Power, Inc. Warrants, ",NYSE
RMPL-,RiverNorth Specialty Finance Corporation 5.875% ,NYSE
RMT,"Royce Micro-Cap Trust, Inc. Common Stock",NYSE
RNG,"RingCentral, Inc. Class A Common Stock",NYSE
RNGR,"Ranger Energy Services, Inc. Class A Common Stock",NYSE
RNP,"Cohen & Steers REIT and Preferred and Income Fund, Inc. Common Shares",NYSE
RNR,RenaissanceRe Holdings Ltd. Common Stock,NYSE
RNR-E,RenaissanceRe Holdings Ltd. 5.375% Series E Preference Shares,NYSE
RNR-F,"RenaissanceRe Holdings Ltd. Depositary Shares, each Representing a 1/1,000th Interest in a 5.750% Series F Preference Share",NYSE
ROAM,Hartford Multifactor Emerging Markets ETF,NYSE
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automation Index ETF,NYSE
RODM,Hartford Multifactor Developed Markets (ex-US) ETF,NYSE
ROG,Rogers Corporation Common Stock,NYSE
ROK,"Rockwell Automation, Inc. Common Stock",NYSE
ROKT,SPDR S&P Kensho Final Frontiers ETF,NYSE
ROL,"Rollins, Inc. Common Stock",NYSE
ROM,ProShares Ultra Technology,NYSE
ROOF,IQ US Real Estate Small Cap ETF,NYSE
ROP,"Roper Technologies, Inc. Common Stock",NYSE
RORO,ATAC US Rotation ETF,NYSE
ROSC,Hartford Multifactor Small Cap ETF,NYSE
ROT=,"Rotor Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-half of one redeemable warrant",NYSE
ROUS,Hartford Multifactor U.S. Equity ETF,NYSE
RPAI,"Retail Properties of America, Inc. Class A Common Stock",NYSE
RPAR,RPAR Risk Parity ETF,NYSE
RPG,Invesco S&P 500 Pure Growth ETF,NYSE
RPLA,Replay Acquisition Corp. Ordinary Shares,NYSE
RPLA=,"Replay Acquisition Corp. Units, each consisting of one Ordinary Share and one-half of one Warrant",NYSE
RPLA+,"Replay Acquisition Corp. Warrants, each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50",NYSE
RPM,RPM International Inc. Common Stock,NYSE
RPT,RPT Realty Common Stock,NYSE
RPT-D,RPT Realty 7.25% ,NYSE
RPV,Invesco S&P 500 Pure Value ETF,NYSE
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,NYSE
RRC,Range Resources Corporation Common Stock,NYSE
RRD,R.R. Donnelley & Sons Company Common Stock,NYSE
RS,Reliance Steel & Aluminum Co. Common Stock (DE),NYSE
RSF,RiverNorth Specialty Finance Corporation,NYSE
RSG,"Republic Services, Inc. Common Stock",NYSE
RSI,"Rush Street Interactive, Inc. Class A Common Stock",NYSE
RSI+,"Rush Street Interactive, Inc. Warrants",NYSE
RSP,Invesco S&P 500 Equal Weight ETF,NYSE
RTM,Invesco S&P 500 Equal Weight Materials ETF,NYSE
RTP,Reinvent Technology Partners Class A Ordinary Shares,NYSE
RTP=,"Reinvent Technology Partners Units, each consisting of one Class A ordinary share and one-fourth of one redeemable warrant",NYSE
RTP+,"Reinvent Technology Partners Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
RTPZ,Reinvent Technology Partners Z Class A Ordinary Shares,NYSE
RTPZ=,Reinvent Technology Partners Z Unit,NYSE
RTPZ+,"Reinvent Technology Partners Z Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
RTX,Raytheon Technologies Corporation Common Stock,NYSE
RUSL,Direxion Daily Russia Bull 2X Shares,NYSE
RVI,Retail Value Inc. Common Stock ,NYSE
RVLV,"Revolve Group, Inc. Class A Common Stock",NYSE
RVNU,Xtrackers Municipal Infrastructure Revenue Bond ETF,NYSE
RVT,"Royce Value Trust, Inc. Common Stock",NYSE
RWGV,Direxion Russell 1000 Growth Over Value ETF,NYSE
RWJ,Invesco Exchange-Traded Fund Trust II Invesco S&P SmallCap 600 Revenue ETF,NYSE
RWK,Invesco Exchange-Traded Fund Trust II Invesco S&P MidCap 400 Revenue ETF,NYSE
RWL,Invesco Exchange-Traded Fund Trust II Invesco S&P 500 Revenue ETF,NYSE
RWM,ProShares Short Russell2000,NYSE
RWO,SPDR DJ Wilshire Global Real Estate ETF,NYSE
RWR,SPDR DJ Wilshire REIT ETF,NYSE
RWT,"Redwood Trust, Inc. Common Stock",NYSE
RWVG,Direxion Russell 1000 Value Over Growth ETF,NYSE
RWX,SPDR DJ Wilshire Intl Real Estate,NYSE
RXD,ProShares UltraShort Health Care,NYSE
RXI,iShares Global Consumer Discretionary ETF,NYSE
RXL,ProShares Ultra Health Care,NYSE
RXN,Rexnord Corporation Common Stock,NYSE
RY,Royal Bank Of Canada Common Stock,NYSE
RY-T,"Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares, Series C-2",NYSE
RYAM,Rayonier Advanced Materials Inc. Common Stock,NYSE
RYB,"RYB Education, Inc. American depositary shares, each representing one Class A ordinary share",NYSE
RYE,Invesco S&P 500 Equal Weight Energy ETF,NYSE
RYF,Invesco S&P 500 Equal Weight Financial ETF,NYSE
RYH,Invesco S&P 500 Equal Weight Health Care ETF,NYSE
RYI,Ryerson Holding Corporation Common Stock,NYSE
RYJ,Invesco Raymond James SB-1 Equity ETF,NYSE
RYN,Rayonier Inc. REIT Common Stock,NYSE
RYT,Invesco S&P 500 Equal Weight Technology ETF,NYSE
RYU,Invesco S&P 500 Equal Weight Utilities ETF,NYSE
RZA,"Reinsurance Group of America, Incorporated 6.20% Fixed-to-Floating Rate Subordinated Debentures due 2042",NYSE
RZB,"Reinsurance Group of America, Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056",NYSE
RZG,Invesco S&P Smallcap 600 Pure Growth ETF,NYSE
RZV,Invesco S&P Smallcap 600 Pure Value ETF,NYSE
SA,"Seabridge Gold, Inc. Ordinary Shares (Canada)",NYSE
SAA,ProShares Ultra SmallCap600,NYSE
SAF,Saratoga Investment Corp 6.25% Notes due 2023,NYSE
SAFE,Safehold Inc. Common Stock,NYSE
SAH,"Sonic Automotive, Inc. Common Stock",NYSE
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,NYSE
SAIL,"SailPoint Technologies Holdings, Inc. Common Stock",NYSE
SAK,Saratoga Investment Corp 7.25% Notes due 2025,NYSE
SAM,"Boston Beer Company, Inc. (The) Common Stock",NYSE
SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",NYSE
SAND,Sandstorm Gold Ltd. Ordinary Shares (Canada),NYSE
SAP,SAP  SE ADS,NYSE
SAR,Saratoga Investment Corp New,NYSE
SAVE,"Spirit Airlines, Inc. Common Stock",NYSE
SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",NYSE
SB-C,"Safe Bulkers, Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands)",NYSE
SB-D,"Safe Bulkers, Inc Perpetual Preferred Series D (Marshall Islands)",NYSE
SBB,ProShares Short SmallCap600,NYSE
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,NYSE
SBE,Switchback Energy Acquisition Corporation Class A Common Stock,NYSE
SBE=,Switchback Energy Acquisition Corporation Units,NYSE
SBE+,Switchback Energy Acquisition Corporation Warrant,NYSE
SBG,Sandbridge Acquisition Corporation Class A Common Stock,NYSE
SBG=,Sandbridge Acquisition Corporation Units,NYSE
SBG+,"Sandbridge Acquisition Corporation Warrants, each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50",NYSE
SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",NYSE
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,NYSE
SBIO,ALPS Medical Breakthroughs ETF,NYSE
SBM,Short Basic Materials,NYSE
SBOW,"SilverBow Resorces, Inc. Common Stock",NYSE
SBR,Sabine Royalty Trust Common Stock,NYSE
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),NYSE
SBSW,D/B/A Sibanye-Stillwater Limited ADS,NYSE
SBUG,iPath Silver ETN,NYSE
SC,Santander Consumer USA Holdings Inc. Common Stock,NYSE
SCC,ProShares UltraShort Consumer Services,NYSE
SCCO,Southern Copper Corporation Common Stock,NYSE
SCD,LMP Capital and Income Fund Inc. Common Stock,NYSE
SCDL,ETRACS 2x Leveraged US Dividend Factor TR ETN,NYSE
SCE-G,SCE Trust II Trust Preferred Securities,NYSE
SCE-H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,NYSE
SCE-J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,NYSE
SCE-K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,NYSE
SCE-L,SCE TRUST VI,NYSE
SCHA,Schwab U.S. Small-Cap ETF,NYSE
SCHB,Schwab U.S. Broad Market ETF,NYSE
SCHC,Schwab International Small-Cap Equity ETF,NYSE
SCHD,Schwab US Dividend Equity ETF,NYSE
SCHE,Schwab Emerging Markets Equity ETF,NYSE
SCHF,Schwab International Equity ETF,NYSE
SCHG,Schwab U.S. Large-Cap Growth ETF,NYSE
SCHH,Schwab U.S. REIT ETF,NYSE
SCHI,Schwab 5-10 Year Corporate Bond ETF,NYSE
SCHJ,Schwab 1-5 Year Corporate Bond ETF,NYSE
SCHK,Schwab 1000 Index ETF,NYSE
SCHM,Schwab U.S. Mid Cap ETF,NYSE
SCHO,Schwab Short-Term U.S. Treasury ETF,NYSE
SCHP,Schwab U.S. TIPs ETF,NYSE
SCHQ,Schwab Long-Term U.S. Treasury ETF,NYSE
SCHR,Schwab Intermediate-Term U.S. Treasury ETF,NYSE
SCHV,Schwab U.S. Large-Cap Value ETF,NYSE
SCHW,Charles Schwab Corporation (The) Common Stock,NYSE
SCHW-C,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 6% Non-Cumulative Perpetual Preferred Stock, Series C",NYSE
SCHW-D,"The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock, Series D",NYSE
SCHX,Schwab U.S. Large-Cap ETF,NYSE
SCHZ,Schwab US Aggregate Bond ETF,NYSE
SCI,Service Corporation International Common Stock,NYSE
SCJ,iShares MSCI Japan Sm Cap,NYSE
SCL,Stepan Company Common Stock,NYSE
SCM,Stellus Capital Investment Corporation Common Stock,NYSE
SCO,ProShares UltraShort Bloomberg Crude Oil,NYSE
SCPE,SC Health Corporation Class A Ordinary Shares,NYSE
SCPE=,SC Health Corporation Units,NYSE
SCPE+,SC Health Corporation Warrants,NYSE
SCS,Steelcase Inc. Common Stock,NYSE
SCU,"Sculptor Capital Management, Inc. Class A Common Stock",NYSE
SCVX,SCVX Corp. Class A Ordinary Shares,NYSE
SCVX=,"SCVX Corp. Units, each consisting of one Class A ordinary share, $0.0001 par value per share, and one-half of one redeemable warrant",NYSE
SCVX+,"SCVX Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
SCX,L.S. Starrett Company (The) Common Stock,NYSE
SD,"SandRidge Energy, Inc. Common Stock",NYSE
SDCI,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund,NYSE
SDD,ProShares UltraShort SmallCap600,NYSE
SDEF,Sound Enhanced Fixed Income ETF,NYSE
SDEI,Sound Equity Income ETF,NYSE
SDEM,Global X MSCI SuperDividend Emerging Markets ETF,NYSE
SDGA,Impact Shares Sustainable Development Goals Global Equity ETF,NYSE
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,NYSE
SDIV,Global X SuperDividend ETF,NYSE
SDOG,ALPS Sector Dividend Dogs ETF,NYSE
SDOW,UltraPro Short Dow30,NYSE
SDP,ProShares UltraShort Utilities,NYSE
SDS,ProShares UltraShort S&P500,NYSE
SDY,SPDR S&P Dividend ETF,NYSE
SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",NYSE
SEAH,Sports Entertainment Acquisition Corp. Class A Common Stock,NYSE
SEAH=,"Sports Entertainment Acquisition Corp. Units, each consisting of one share of Class A Common Stock, and one-half of one redeemable Warrant",NYSE
SEAH+,"Sports Entertainment Acquisition Corp. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock, each at an exercise price of $11.50 per share",NYSE
SEAS,"SeaWorld Entertainment, Inc. Common Stock",NYSE
SEE,Sealed Air Corporation Common Stock,NYSE
SEF,ProShares Short Financials,NYSE
SEIX,Virtus Seix Senior Loan ETF,NYSE
SEM,Select Medical Holdings Corporation Common Stock,NYSE
SENT,AdvisorShares Alpha DNA Equity Sentiment ETF,NYSE
SF,Stifel Financial Corporation Common Stock,NYSE
SF-A,"Stifel Financial Corporation Depositary Shares, each representing a 1/1000th interest in a share of 6.25% Non-Cumulative Preferred Stock, Series A",NYSE
SF-B,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock, Series B",NYSE
SF-C,"Stifel Financial Corporation Depositary Shares, Each Representing 1/1,000th Interest in a Share of 6.125% Non Cumulative Preferred Stock, Series C",NYSE
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,NYSE
SFE,"Safeguard Scientifics, Inc. New Common Stock",NYSE
SFL,SFL Corporation Ltd,NYSE
SFTW,Osprey Technology Acquisition Corp. Class A Common Stock,NYSE
SFTW=,"Osprey Technology Acquisition Corp. Units, each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant",NYSE
SFTW+,"Osprey Technology Acquisition Corp. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock",NYSE
SFUN,"Fang Holdings Limited American Depositary Shares (Each representing Four Class A Ordinary Shares, HK$1.00 par value)",NYSE
SFY,SoFi Select 500 ETF,NYSE
SFYF,SoFi 50 ETF,NYSE
SFYX,SoFi Next 500 ETF,NYSE
SGDJ,Sprott Junior Gold Miners ETF,NYSE
SGDM,Sprott Gold Miners ETF,NYSE
SGFY,"Signify Health, Inc. Class A Common Stock",NYSE
SGG,iPathA Series B Bloomberg Sugar Subindex Total Return ETN,NYSE
SGOL,Aberdeen Standard Physical Gold Shares ETF,NYSE
SGOV,iShares 0-3 Month Treasury Bond ETF,NYSE
SGU,Star Group L.P. Common Stock,NYSE
SH,ProShares Short S&P500,NYSE
SHAK,"Shake Shack, Inc. Class A Common Stock",NYSE
SHE,SPDR Series Trust SPDR SSGA Gender Diversity Index ETF,NYSE
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,NYSE
SHI,"SINOPEC Shangai Petrochemical Company, Ltd. Common Stock",NYSE
SHLX,"Shell Midstream Partners, L.P. Common Units representing Limited Partner Interests",NYSE
SHM,SPDR Nuveen Bloomberg Barclays Short Term Municipal Bond ETF,NYSE
SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",NYSE
SHO-E,"Sunstone Hotel Investors, Inc. 6.950% Series E Cumulative Redeemable Preferred Stock",NYSE
SHO-F,"Sunstone Hotel Investors, Inc. 6.450% Series F Cumulative Redeemable Preferred Stock",NYSE
SHOP,Shopify Inc. Class A Subordinate Voting Shares,NYSE
SHW,Sherwin-Williams Company (The) Common Stock,NYSE
SHYG,iShares 0-5 Year High Yield Corporate Bond ETF,NYSE
SHYL,Xtrackers Short Duration High Yield Bond ETF,NYSE
SI,Silvergate Capital Corporation Class A Common Stock,NYSE
SID,Companhia Siderurgica Nacional S.A. Common Stock,NYSE
SIG,Signet Jewelers Limited Common Shares,NYSE
SII,Sprott Inc. Common Shares,NYSE
SIJ,ProShares UltraShort Industrials,NYSE
SIL,Global X Silver Miners ETF,NYSE
SILJ,ETFMG Prime Junior Silver Miners ETF,NYSE
SIMS,SPDR S&P Kensho Intelligent Structures ETF ,NYSE
SITC,SITE Centers Corp. Common Stock,NYSE
SITC-A,SITE Centers Corp. 6.375% Class A Preferred Shares,NYSE
SITC-K,SITE Centers Corp. DEPOSITARY SH REPSTG 1/20TH PDF CL K % (United States),NYSE
SITE,"SiteOne Landscape Supply, Inc. Common Stock",NYSE
SIVR,Aberdeen Standard Physical Silver Shares ETF,NYSE
SIX,Six Flags Entertainment Corporation New Common Stock,NYSE
SIXA,6 Meridian Mega Cap Equity ETF,NYSE
SIXH,6 Meridian Hedged Equity-Index Option Strategy ETF,NYSE
SIXL,6 Meridian Low Beta Equity Strategy ETF,NYSE
SIXS,6 Meridian Small Cap Equity ETF,NYSE
SIZE,iShares MSCI USA Size Factor ETF,NYSE
SJB,ProShares Short High Yield,NYSE
SJI,"South Jersey Industries, Inc. Common Stock",NYSE
SJIJ,"South Jersey Industries, Inc. 5.625% Junior Subordinated Notes due 2079",NYSE
SJIU,"South Jersey Industries, Inc. Corporate Units",NYSE
SJM,J.M. Smucker Company (The) New Common Stock,NYSE
SJNK,SPDR Bloomberg Barclays Short Term High Yield Bond ETF,NYSE
SJR,Shaw Communications Inc. Common Stock,NYSE
SJT,San Juan Basin Royalty Trust Common Stock,NYSE
SJW,SJW Group Common Stock (DE),NYSE
SKF,ProShares UltraShort Financials,NYSE
SKLZ,Skillz Inc. Class A Common Stock,NYSE
SKLZ+,Skillz Inc. Warrants,NYSE
SKM,"SK Telecom Co., Ltd. Common Stock",NYSE
SKT,"Tanger Factory Outlet Centers, Inc. Common Stock",NYSE
SKX,"Skechers U.S.A., Inc. Common Stock",NYSE
SKY,Skyline Champion Corporation Common Stock,NYSE
SLAC=,"Social Leverage Acquisition Corp I Units, each consisting of one share of Class A common stock and one-fourth of one redeemable warrant",NYSE
SLB,Schlumberger N.V. Common Stock,NYSE
SLCA,"U.S. Silica Holdings, Inc. Common Stock",NYSE
SLF,Sun Life Financial Inc. Common Stock,NYSE
SLG,SL Green Realty Corp Common Stock,NYSE
SLG-I,SL Green Realty Corporation Preferred Series I,NYSE
SLQT,"SelectQuote, Inc. Common Stock",NYSE
SLV,iShares Silver Trust,NYSE
SLX,VanEck Vectors Steel ETF ,NYSE
SLY,SPDR S&P 600 Small Cap ETF (based on S&P SmallCap 600 Index -- symbol SML),NYSE
SLYG,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),NYSE
SLYV,SPDR S&P 600 Small Cap Value ETF (based on S&P SmallCap Value Index--symbol--CVK,NYSE
SM,SM Energy Company Common Stock,NYSE
SMAR,Smartsheet Inc. Class A Common Stock,NYSE
SMDD,UltraPro Short MidCap400,NYSE
SMDY,Syntax Stratified MidCap ETF,NYSE
SMEZ,SPDR EURO STOXX Small Cap ETF,NYSE
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),NYSE
SMG,Scotts Miracle-Gro Company (The) Common Stock,NYSE
SMHB,ETRACS Monthly Pay 2x Leveraged Small Cap High Dividend ETN Series B,NYSE
SMHI,SEACOR Marine Holdings Inc. Common Stock ,NYSE
SMLF,iShares MSCI USA Small-Cap Multifactor ETF,NYSE
SMLP,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests",NYSE
SMLV,SPDR SSGA US Small Cap Low Volatility Index ETF,NYSE
SMM,Salient Midstream Common Shares of Beneficial Interest,NYSE
SMMU,Short Term Municipal Bond Active Exchange-Traded Fund,NYSE
SMN,ProShares UltraShort Basic Materials,NYSE
SMOG,VanEck Vectors Low Carbon Energy ETF,NYSE
SMP,"Standard Motor Products, Inc. Common Stock",NYSE
SNA,Snap-On Incorporated Common Stock,NYSE
SNAP,Snap Inc. Class A Common Stock,NYSE
SNDR,"Schneider National, Inc. Common Stock",NYSE
SNE,Sony Corporation Common Stock,NYSE
SNN,"Smith & Nephew SNATS, Inc. Common Stock",NYSE
SNOW,Snowflake Inc. Class A Common Stock,NYSE
SNP,China Petroleum & Chemical Corporation Common Stock,NYSE
SNPE,Xtrackers S&P 500 ESG ETF,NYSE
SNPR,Tortoise Acquisition Corp. II Class A Ordinary Shares,NYSE
SNPR=,Tortoise Acquisition Corp. II Units,NYSE
SNPR+,"Tortoise Acquisition Corp. II Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
SNR,New Senior Investment Group Inc. Common Stock,NYSE
SNV,Synovus Financial Corp. Common Stock,NYSE
SNV-D,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 per Share",NYSE
SNV-E,"Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",NYSE
SNX,Synnex Corporation Common Stock,NYSE
SO,Southern Company (The) Common Stock,NYSE
SOAC,Sustainable Opportunities Acquisition Corp. Class A Ordinary Shares,NYSE
SOAC=,"Sustainable Opportunities Acquisition Corp. Units, each consisting of one Class A ordinary share and one-half of one redeemable warrant",NYSE
SOAC+,"Sustainable Opportunities Acquisition Corp. Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE
SOGO,"Sogou Inc. American Depositary Shares, each representing one Class A Ordinary Share",NYSE
SOI,"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",NYSE
SOJB,"Southern Company (The) Series 2016A 5.25% Junior Subordinated Notes due October 1, 2076",NYSE
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",NYSE
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",NYSE
